Seed,Center,Time,ETs,ENs,ETq,ENq,ES,ENS,Rho
1,1,2640.00,23.46707,9.21794,2.67522,1.05083,20.79185,8.16710,0.74246
1,1,2700.00,23.49216,9.24025,2.65969,1.04615,20.83246,8.19410,0.74492
1,1,2760.00,23.53733,9.24437,2.61602,1.02745,20.92131,8.21692,0.74699
1,1,2820.00,23.56106,9.25733,2.58002,1.01371,20.98105,8.24362,0.74942
1,1,2880.00,23.48447,9.23886,2.52817,0.99459,20.95630,8.24427,0.74948
1,1,2940.00,23.39221,9.19775,2.47787,0.97429,20.91434,8.22346,0.74759
1,1,3000.00,23.45605,9.19477,2.43657,0.95514,21.01948,8.23964,0.74906
1,1,3060.00,23.50756,9.20328,2.40241,0.94055,21.10515,8.26273,0.75116
1,1,3120.00,23.39342,9.19242,2.34870,0.92292,21.04473,8.26950,0.75177
1,1,3180.00,23.55315,9.21387,2.36412,0.92483,21.18903,8.28904,0.75355
1,1,3240.00,23.37278,9.20484,2.31907,0.91331,21.05371,8.29152,0.75377
1,1,3300.00,23.28136,9.12206,2.28858,0.89671,20.99278,8.22535,0.74776
1,1,3360.00,23.26103,9.15211,2.27198,0.89391,20.98905,8.25819,0.75074
1,1,3420.00,23.43445,9.27100,2.43938,0.96505,20.99507,8.30594,0.75509
1,1,3480.00,23.32617,9.26344,2.40182,0.95383,20.92435,8.30961,0.75542
1,1,3540.00,23.25769,9.23738,2.36169,0.93801,20.89599,8.29937,0.75449
1,1,3600.00,23.19861,9.24723,2.31968,0.92465,20.87893,8.32257,0.75660
1,1,3660.00,23.12768,9.18156,2.29095,0.90949,20.83673,8.27207,0.75201
1,1,3720.00,23.14553,9.14622,2.26994,0.89699,20.87559,8.24922,0.74993
1,1,3780.00,22.99931,9.13888,2.22456,0.88394,20.77476,8.25494,0.75045
1,1,3840.00,23.01276,9.09124,2.20256,0.87013,20.81020,8.22111,0.74737
1,1,3900.00,22.90502,9.02693,2.17390,0.85674,20.73112,8.17019,0.74274
1,1,3960.00,22.92551,8.99652,2.15012,0.84376,20.77539,8.15277,0.74116
1,1,4020.00,22.78833,8.97928,2.11150,0.83199,20.67683,8.14729,0.74066
1,1,4080.00,22.77271,8.93606,2.08908,0.81976,20.68363,8.11630,0.73785
1,1,4140.00,22.68499,8.89865,2.05949,0.80788,20.62550,8.09078,0.73553
1,1,4200.00,22.56957,8.84512,2.03196,0.79634,20.53760,8.04878,0.73171
1,1,4260.00,22.47192,8.81469,2.00156,0.78512,20.47036,8.02957,0.72996
1,1,4320.00,22.46869,8.84184,1.99955,0.78686,20.46914,8.05498,0.73227
1,1,4380.00,22.42196,8.83056,1.97084,0.77619,20.45111,8.05438,0.73222
1,1,4440.00,22.30798,8.77246,1.94714,0.76570,20.36084,8.00676,0.72789
1,1,4500.00,22.41276,8.80074,1.95782,0.76877,20.45493,8.03197,0.73018
1,1,4560.00,22.40418,8.78480,1.94146,0.76126,20.46272,8.02354,0.72941
1,1,4620.00,22.39352,8.78291,1.91574,0.75137,20.47778,8.03154,0.73014
1,1,4680.00,22.44525,8.79585,1.90042,0.74474,20.54483,8.05111,0.73192
1,1,4740.00,22.38870,8.77127,1.87689,0.73531,20.51182,8.03596,0.73054
1,1,4800.00,22.33581,8.73889,1.85590,0.72612,20.47992,8.01277,0.72843
1,1,4860.00,22.32497,8.73705,1.83701,0.71893,20.48796,8.01813,0.72892
1,1,4920.00,22.27938,8.71251,1.81600,0.71016,20.46338,8.00235,0.72749
1,1,4980.00,22.20863,8.68277,1.79455,0.70160,20.41409,7.98117,0.72556
1,1,5040.00,22.19300,8.67464,1.77374,0.69331,20.41926,7.98134,0.72558
1,1,5100.00,22.21749,8.67353,1.75508,0.68517,20.46241,7.98836,0.72621
1,1,5160.00,22.18111,8.66181,1.73506,0.67755,20.44605,7.98426,0.72584
1,1,5220.00,22.15358,8.62801,1.71969,0.66976,20.43389,7.95826,0.72348
1,1,5280.00,22.05747,8.60993,1.69633,0.66215,20.36114,7.94779,0.72253
1,1,5340.00,22.02540,8.60805,1.67633,0.65515,20.34906,7.95290,0.72299
1,1,5400.00,22.01810,8.60337,1.65806,0.64787,20.36004,7.95550,0.72323
1,1,5460.00,21.95903,8.63079,1.66254,0.65344,20.29650,7.97734,0.72521
1,1,5520.00,21.89303,8.59460,1.64643,0.64634,20.24661,7.94826,0.72257
1,1,5580.00,21.86919,8.57131,1.63137,0.63939,20.23781,7.93192,0.72108
1,1,5640.00,21.84458,8.58678,1.61279,0.63397,20.23179,7.95282,0.72298
1,1,5700.00,21.88677,8.63951,1.66222,0.65614,20.22455,7.98338,0.72576
1,1,5760.00,21.87192,8.63106,1.64575,0.64944,20.22618,7.98161,0.72560
1,1,5820.00,21.87044,8.62793,1.63033,0.64317,20.24011,7.98476,0.72589
1,1,5880.00,21.80668,8.59658,1.61508,0.63669,20.19160,7.95988,0.72363
1,1,5940.00,21.77254,8.58439,1.59853,0.63026,20.17401,7.95413,0.72310
1,1,6000.00,21.75706,8.56503,1.58507,0.62399,20.17199,7.94104,0.72191
1,1,6060.00,21.80329,8.59179,1.58469,0.62446,20.21860,7.96733,0.72430
1,1,6120.00,21.72637,8.61245,1.57616,0.62480,20.15021,7.98765,0.72615
1,1,6180.00,21.70829,8.60604,1.56380,0.61995,20.14449,7.98608,0.72601
1,1,6240.00,21.71382,8.59853,1.55051,0.61399,20.16331,7.98454,0.72587
1,1,6300.00,21.65983,8.56767,1.53745,0.60815,20.12238,7.95952,0.72359
1,1,6360.00,21.60800,8.53448,1.52521,0.60241,20.08279,7.93207,0.72110
1,1,6420.00,21.60661,8.52485,1.51256,0.59678,20.09405,7.92807,0.72073
1,1,6480.00,21.64401,8.51732,1.50248,0.59125,20.14153,7.92607,0.72055
1,1,6540.00,21.57077,8.48978,1.48847,0.58583,20.08230,7.90395,0.71854
1,1,6600.00,21.58359,8.50590,1.47732,0.58220,20.10627,7.92370,0.72034
1,1,6660.00,21.59625,8.52177,1.47204,0.58086,20.12422,7.94091,0.72190
1,1,6720.00,21.61129,8.54160,1.48424,0.58663,20.12704,7.95497,0.72318
1,1,6780.00,21.64017,8.56670,1.50335,0.59513,20.13682,7.97157,0.72469
1,1,6840.00,21.64016,8.56431,1.49329,0.59099,20.14687,7.97333,0.72485
1,1,6900.00,21.54696,8.53447,1.47909,0.58585,20.06787,7.94862,0.72260
1,1,6960.00,21.51696,8.50167,1.46994,0.58080,20.04702,7.92088,0.72008
1,1,7020.00,21.55943,8.50093,1.46342,0.57703,20.09601,7.92390,0.72035
1,1,7080.00,21.55466,8.52140,1.46144,0.57776,20.09323,7.94364,0.72215
1,1,7140.00,21.66425,8.55647,1.49267,0.58954,20.17158,7.96693,0.72427
1,1,7200.00,21.66858,8.57715,1.49883,0.59329,20.16975,7.98386,0.72581
1,1,7260.00,21.65298,8.57172,1.48631,0.58838,20.16667,7.98333,0.72576
1,1,7320.00,21.66713,8.56621,1.47604,0.58356,20.19109,7.98265,0.72570
1,1,7380.00,21.64405,8.54911,1.47178,0.58133,20.17227,7.96777,0.72434
1,1,7440.00,21.76439,8.61507,1.57406,0.62306,20.19034,7.99201,0.72655
1,1,7500.00,21.79900,8.62950,1.57436,0.62324,20.22464,8.00626,0.72784
1,1,7560.00,21.74214,8.62496,1.56262,0.61988,20.17952,8.00508,0.72773
1,1,7620.00,21.76892,8.62187,1.55288,0.61504,20.21604,8.00683,0.72789
1,1,7680.00,21.78081,8.61306,1.54316,0.61023,20.23764,8.00283,0.72753
1,1,7740.00,21.74926,8.60417,1.53057,0.60550,20.21870,7.99866,0.72715
1,1,7800.00,21.71911,8.59019,1.51915,0.60085,20.19995,7.98934,0.72630
1,1,7860.00,21.73954,8.59625,1.52085,0.60137,20.21869,7.99487,0.72681
1,1,7920.00,21.72210,8.59010,1.50976,0.59704,20.21234,7.99306,0.72664
1,1,7980.00,21.68695,8.55792,1.50161,0.59255,20.18534,7.96537,0.72412
1,1,8040.00,21.67132,8.56341,1.49035,0.58891,20.18097,7.97450,0.72495
1,1,8100.00,21.68221,8.59258,1.51338,0.59975,20.16883,7.99283,0.72662
1,1,8160.00,21.76116,8.61646,1.52528,0.60394,20.23588,8.01252,0.72841
1,1,8220.00,21.82318,8.64963,1.55756,0.61734,20.26562,8.03229,0.73021
1,1,8280.00,21.79491,8.65479,1.55031,0.61563,20.24461,8.03916,0.73083
1,1,8340.00,21.78895,8.66855,1.55136,0.61720,20.23759,8.05136,0.73194
1,1,8400.00,21.81063,8.66194,1.54299,0.61279,20.26764,8.04915,0.73174
1,1,8460.00,21.80089,8.69716,1.58073,0.63061,20.22016,8.06655,0.73332
1,1,8520.00,21.81937,8.70470,1.58914,0.63398,20.23024,8.07072,0.73370
1,1,8580.00,21.80900,8.70327,1.58075,0.63083,20.22826,8.07244,0.73386
1,1,8640.00,21.75793,8.69814,1.56929,0.62735,20.18864,8.07078,0.73371
1,1,8700.00,21.76132,8.67201,1.56340,0.62302,20.19792,8.04899,0.73173
1,1,8760.00,21.76716,8.66959,1.55372,0.61883,20.21344,8.05077,0.73189
1,1,8820.00,21.75647,8.68532,1.56229,0.62368,20.19418,8.06164,0.73288
1,1,8880.00,21.73125,8.67782,1.55281,0.62007,20.17844,8.05774,0.73252
1,1,8940.00,21.71819,8.66784,1.54323,0.61591,20.17495,8.05193,0.73199
1,1,9000.00,21.70185,8.65421,1.53420,0.61181,20.16764,8.04241,0.73113
1,1,9060.00,21.64081,8.62050,1.52570,0.60775,20.11511,8.01274,0.72843
1,1,9120.00,21.60583,8.59732,1.51729,0.60376,20.08854,7.99357,0.72669
1,1,9180.00,21.61419,8.58917,1.50957,0.59988,20.10462,7.98929,0.72630
1,1,9240.00,21.62299,8.58835,1.50743,0.59873,20.11556,7.98962,0.72633
1,1,9300.00,21.63027,8.58001,1.49967,0.59487,20.13060,7.98514,0.72592
1,1,9360.00,21.61650,8.58425,1.48933,0.59144,20.12717,7.99281,0.72662
1,1,9420.00,21.68413,8.59999,1.50564,0.59714,20.17849,8.00285,0.72753
1,1,9480.00,21.73763,8.60562,1.50281,0.59494,20.23482,8.01068,0.72824
1,1,9540.00,21.70328,8.58804,1.49405,0.59120,20.20923,7.99684,0.72699
1,1,9600.00,21.68254,8.58493,1.48688,0.58871,20.19566,7.99622,0.72693
1,1,9660.00,21.68713,8.58280,1.47832,0.58505,20.20881,7.99775,0.72707
1,1,9720.00,21.68053,8.58745,1.46864,0.58171,20.21189,8.00574,0.72779
1,1,9780.00,21.73195,8.61278,1.48569,0.58881,20.24625,8.02398,0.72945
1,1,9840.00,21.75164,8.62771,1.49145,0.59158,20.26019,8.03613,0.73056
1,1,9900.00,21.73632,8.61110,1.48422,0.58799,20.25210,8.02310,0.72937
1,1,9960.00,21.69996,8.59502,1.47557,0.58445,20.22439,8.01057,0.72823
2,1,60.00,20.37998,6.79333,0.12695,0.04232,20.25303,6.75101,0.61373
2,1,120.00,25.45306,9.54490,2.40230,0.90086,23.05077,8.64404,0.78582
2,1,180.00,27.07405,10.37839,2.57477,0.98699,24.49928,9.39139,0.85376
2,1,240.00,26.02756,10.41103,2.48118,0.99247,23.54639,9.41855,0.85623
2,1,300.00,24.09527,9.39716,2.03584,0.79398,22.05943,8.60318,0.78211
2,1,360.00,23.28910,8.86280,1.79812,0.68428,21.49098,8.17851,0.74350
2,1,420.00,22.60567,9.25756,1.85742,0.76066,20.74825,8.49690,0.77245
2,1,480.00,22.65693,9.06277,1.66435,0.66574,20.99259,8.39704,0.76337
2,1,540.00,22.38239,8.74571,1.51448,0.59177,20.86791,8.15394,0.74127
2,1,600.00,21.87487,8.34891,1.39544,0.53259,20.47944,7.81632,0.71057
2,1,660.00,22.32191,8.48909,1.38740,0.52763,20.93451,7.96146,0.72377
2,1,720.00,21.66073,8.36345,1.25596,0.48494,20.40477,7.87851,0.71623
2,1,780.00,21.92833,8.26529,1.18761,0.44764,20.74072,7.81766,0.71070
2,1,840.00,21.20393,8.22914,1.07103,0.41566,20.13289,7.81348,0.71032
2,1,900.00,21.20989,7.96549,1.03301,0.38795,20.17688,7.57754,0.68887
2,1,960.00,20.92069,7.91063,0.96585,0.36521,19.95483,7.54542,0.68595
2,1,1020.00,21.30274,8.04074,1.03780,0.39172,20.26494,7.64902,0.69537
2,1,1080.00,22.46202,8.63124,2.05870,0.79108,20.40332,7.84016,0.71274
2,1,1140.00,23.29396,9.03152,2.65278,1.02853,20.64118,8.00298,0.72754
2,1,1200.00,23.40814,9.26572,2.91813,1.15509,20.49002,8.11063,0.73733
2,1,1260.00,22.87643,9.11426,2.76118,1.10009,20.11525,8.01417,0.72856
2,1,1320.00,22.80881,9.10624,2.64466,1.05586,20.16415,8.05038,0.73185
2,1,1380.00,22.42537,9.00265,2.51577,1.00995,19.90960,7.99270,0.72661
2,1,1440.00,22.45537,9.04452,2.44783,0.98593,20.00754,8.05859,0.73260
2,1,1500.00,22.36299,9.12410,2.38319,0.97234,19.97980,8.15176,0.74107
2,1,1560.00,22.30686,9.00854,2.31510,0.93494,19.99176,8.07359,0.73396
2,1,1620.00,22.43666,9.09931,2.35669,0.95577,20.07997,8.14354,0.74032
2,1,1680.00,23.21010,9.38075,2.81222,1.13660,20.39788,8.24415,0.74947
2,1,1740.00,23.99348,9.74907,3.46311,1.40714,20.53037,8.34194,0.75836
2,1,1800.00,23.80044,9.79785,3.39319,1.39686,20.40725,8.40098,0.76373
2,1,1860.00,23.51638,9.65941,3.29152,1.35200,20.22486,8.30742,0.75522
2,1,1920.00,23.27686,9.55321,3.19127,1.30975,20.08559,8.24346,0.74941
2,1,1980.00,23.34348,9.50245,3.12000,1.27006,20.22348,8.23239,0.74840
2,1,2040.00,23.05951,9.46118,3.00586,1.23329,20.05365,8.22790,0.74799
2,1,2100.00,23.04175,9.41420,2.93315,1.19840,20.10860,8.21580,0.74689
2,1,2160.00,23.08433,9.42610,2.87183,1.17266,20.21250,8.25344,0.75031
2,1,2220.00,23.29614,9.46537,2.88836,1.17356,20.40778,8.29181,0.75380
2,1,2280.00,23.60000,9.64702,3.15390,1.28922,20.44610,8.35779,0.75980
2,1,2340.00,23.56506,9.64757,3.07684,1.25966,20.48821,8.38791,0.76254
2,1,2400.00,23.54206,9.67186,3.04840,1.25238,20.49367,8.41948,0.76541
2,1,2460.00,23.48203,9.63145,2.98791,1.22553,20.49412,8.40592,0.76417
2,1,2520.00,23.49507,9.68705,2.98006,1.22868,20.51501,8.45837,0.76894
2,1,2580.00,23.38869,9.64557,2.91207,1.20095,20.47662,8.44462,0.76769
2,1,2640.00,23.53141,9.62649,2.87331,1.17545,20.65810,8.45104,0.76828
2,1,2700.00,23.50730,9.66411,2.84935,1.17140,20.65795,8.49271,0.77206
2,1,2760.00,23.59745,9.64418,2.83217,1.15749,20.76529,8.48668,0.77152
2,1,2820.00,23.32994,9.64635,2.75781,1.14029,20.57213,8.50606,0.77328
2,1,2880.00,23.20709,9.55681,2.71130,1.11653,20.49579,8.44028,0.76730
2,1,2940.00,23.01919,9.49737,2.65095,1.09374,20.36824,8.40363,0.76397
2,1,3000.00,23.05364,9.41357,2.62498,1.07187,20.42865,8.34170,0.75834
2,1,3060.00,22.99685,9.37911,2.57661,1.05085,20.42024,8.32826,0.75711
2,1,3120.00,23.01851,9.39185,2.53276,1.03340,20.48575,8.35845,0.75986
2,1,3180.00,23.11169,9.40457,2.50140,1.01787,20.61029,8.38670,0.76243
2,1,3240.00,23.04645,9.41064,2.46970,1.00846,20.57676,8.40218,0.76383
2,1,3300.00,23.03452,9.41623,2.43715,0.99628,20.59737,8.41996,0.76545
2,1,3360.00,22.90958,9.38884,2.38799,0.97865,20.52160,8.41019,0.76456
2,1,3420.00,22.85053,9.36738,2.34612,0.96177,20.50441,8.40561,0.76415
2,1,3480.00,22.98767,9.38663,2.33331,0.95277,20.65436,8.43386,0.76671
2,1,3540.00,23.07499,9.45814,2.40879,0.98733,20.66619,8.47080,0.77007
2,1,3600.00,23.30265,9.57998,2.59697,1.06764,20.70568,8.51234,0.77385
2,1,3660.00,23.66740,9.75149,2.90795,1.19814,20.75944,8.55334,0.77758
2,1,3720.00,23.69289,9.82745,2.99183,1.24097,20.70106,8.58649,0.78059
2,1,3780.00,23.65282,9.81154,2.94882,1.22321,20.70400,8.58833,0.78076
2,1,3840.00,23.57075,9.76590,2.90619,1.20410,20.66456,8.56180,0.77835
2,1,3900.00,23.46886,9.74259,2.85943,1.18703,20.60943,8.55556,0.77778
2,1,3960.00,23.47814,9.76477,2.85541,1.18759,20.62273,8.57718,0.77974
2,1,4020.00,23.35957,9.74478,2.80942,1.17199,20.55015,8.57279,0.77934
2,1,4080.00,23.39357,9.71865,2.77958,1.15475,20.61399,8.56390,0.77854
2,1,4140.00,23.24908,9.64219,2.74486,1.13839,20.50421,8.50380,0.77307
2,1,4200.00,23.18930,9.59043,2.71326,1.12213,20.47605,8.46831,0.76985
2,1,4260.00,23.14327,9.57241,2.68089,1.10886,20.46238,8.46355,0.76941
2,1,4320.00,23.12373,9.55995,2.64703,1.09435,20.47670,8.46560,0.76960
2,1,4380.00,23.03356,9.52370,2.61121,1.07966,20.42236,8.44404,0.76764
2,1,4440.00,23.07565,9.54209,2.59818,1.07438,20.47747,8.46771,0.76979
2,1,4500.00,23.02605,9.56860,2.61361,1.08610,20.41244,8.48250,0.77114
2,1,4560.00,23.02456,9.53298,2.59411,1.07405,20.43046,8.45893,0.76899
2,1,4620.00,23.03969,9.53005,2.57668,1.06581,20.46301,8.46425,0.76948
2,1,4680.00,22.97748,9.52485,2.54244,1.05392,20.43505,8.47094,0.77009
2,1,4740.00,22.97281,9.48477,2.52078,1.04075,20.45203,8.44402,0.76764
2,1,4800.00,22.97637,9.49211,2.49631,1.03129,20.48006,8.46082,0.76917
2,1,4860.00,22.94483,9.45176,2.47262,1.01856,20.47221,8.43320,0.76665
2,1,4920.00,22.91126,9.43925,2.45252,1.01042,20.45874,8.42883,0.76626
2,1,4980.00,22.78572,9.40254,2.41911,0.99825,20.36661,8.40429,0.76403
2,1,5040.00,22.78375,9.41638,2.40049,0.99211,20.38326,8.42427,0.76584
2,1,5100.00,22.85219,9.45901,2.47815,1.02576,20.37404,8.43325,0.76666
2,1,5160.00,22.74804,9.42985,2.44571,1.01383,20.30232,8.41602,0.76509
2,1,5220.00,22.76631,9.43799,2.43010,1.00742,20.33621,8.43057,0.76642
2,1,5280.00,22.72686,9.41787,2.40344,0.99597,20.32342,8.42190,0.76563
2,1,5340.00,22.71278,9.38284,2.38410,0.98489,20.32868,8.39795,0.76345
2,1,5400.00,22.71527,9.40160,2.37182,0.98167,20.34345,8.41993,0.76545
2,1,5460.00,22.61847,9.35808,2.34662,0.97088,20.27185,8.38720,0.76247
2,1,5520.00,22.59661,9.32929,2.33192,0.96276,20.26469,8.36653,0.76059
2,1,5580.00,22.54498,9.28466,2.31264,0.95241,20.23234,8.33224,0.75748
2,1,5640.00,22.51775,9.26661,2.29052,0.94261,20.22723,8.32401,0.75673
2,1,5700.00,22.48226,9.25323,2.26611,0.93269,20.21615,8.32054,0.75641
2,1,5760.00,22.39802,9.21585,2.24317,0.92297,20.15485,8.29288,0.75390
2,1,5820.00,22.31652,9.18735,2.21898,0.91352,20.09754,8.27383,0.75217
2,1,5880.00,22.32472,9.17667,2.20010,0.90436,20.12461,8.27231,0.75203
2,1,5940.00,22.34202,9.16249,2.18764,0.89715,20.15439,8.26534,0.75139
2,1,6000.00,22.34034,9.13720,2.17159,0.88818,20.16875,8.24902,0.74991
2,1,6060.00,22.37070,9.15131,2.17430,0.88945,20.19640,8.26186,0.75108
2,1,6120.00,22.42713,9.18706,2.20520,0.90334,20.22192,8.28372,0.75307
2,1,6180.00,22.35894,9.20407,2.18852,0.90091,20.17041,8.30316,0.75483
2,1,6240.00,22.28074,9.19438,2.16938,0.89522,20.11136,8.29916,0.75447
2,1,6300.00,22.23059,9.15689,2.15266,0.88669,20.07793,8.27019,0.75184
2,1,6360.00,22.20702,9.15516,2.13284,0.87930,20.07418,8.27586,0.75235
2,1,6420.00,22.28178,9.14872,2.13389,0.87616,20.14789,8.27256,0.75205
2,1,6480.00,22.25278,9.16554,2.13768,0.88047,20.11511,8.28506,0.75319
2,1,6540.00,22.21738,9.13494,2.12178,0.87240,20.09560,8.26255,0.75114
2,1,6600.00,22.19062,9.09815,2.10845,0.86446,20.08217,8.23369,0.74852
2,1,6660.00,22.19642,9.11186,2.10668,0.86482,20.08974,8.24705,0.74973
2,1,6720.00,22.19720,9.12662,2.10790,0.86668,20.08931,8.25993,0.75090
2,1,6780.00,22.17048,9.11998,2.08826,0.85902,20.08222,8.26096,0.75100
2,1,6840.00,22.16439,9.10555,2.07265,0.85148,20.09174,8.25406,0.75037
2,1,6900.00,22.13828,9.08632,2.05655,0.84408,20.08173,8.24224,0.74929
2,1,6960.00,22.12848,9.08349,2.04094,0.83778,20.08754,8.24571,0.74961
2,1,7020.00,22.16380,9.08337,2.02810,0.83117,20.13570,8.25219,0.75020
2,1,7080.00,22.17567,9.11144,2.05346,0.84372,20.12221,8.26773,0.75161
2,1,7140.00,22.11015,9.07940,2.03735,0.83663,20.07280,8.24278,0.74934
2,1,7200.00,22.05109,9.07158,2.01672,0.82965,20.03438,8.24192,0.74927
2,1,7260.00,22.03735,9.06081,2.00118,0.82280,20.03617,8.23801,0.74891
2,1,7320.00,22.00594,9.06392,1.98328,0.81688,20.02266,8.24704,0.74973
2,1,7380.00,22.01369,9.05902,1.97139,0.81126,20.04230,8.24776,0.74980
2,1,7440.00,21.98224,9.03813,1.95721,0.80472,20.02502,8.23341,0.74849
2,1,7500.00,21.94169,9.01072,1.94387,0.79828,19.99783,8.21244,0.74659
2,1,7560.00,21.98091,9.02206,1.94584,0.79867,20.03507,8.22339,0.74758
2,1,7620.00,22.07402,9.05556,1.98261,0.81334,20.09141,8.24222,0.74929
2,1,7680.00,22.12356,9.04819,1.97314,0.80698,20.15041,8.24120,0.74920
2,1,7740.00,22.10788,9.04309,1.95765,0.80077,20.15023,8.24233,0.74930
2,1,7800.00,22.10579,9.02936,1.94536,0.79461,20.16042,8.23476,0.74861
2,1,7860.00,22.06180,9.00436,1.93202,0.78854,20.12978,8.21582,0.74689
2,1,7920.00,22.02263,8.97867,1.91946,0.78257,20.10317,8.19610,0.74510
2,1,7980.00,22.01115,8.96168,1.90764,0.77668,20.10351,8.18500,0.74409
2,1,8040.00,21.96819,8.94029,1.89524,0.77130,20.07294,8.16899,0.74264
2,1,8100.00,22.01575,8.96123,1.90935,0.77718,20.10640,8.18405,0.74400
2,1,8160.00,22.02483,8.97188,1.90902,0.77765,20.11581,8.19423,0.74493
2,1,8220.00,21.99389,8.96077,1.90330,0.77544,20.09059,8.18533,0.74412
2,1,8280.00,22.02718,8.94389,1.89594,0.76982,20.13124,8.17406,0.74310
2,1,8340.00,22.02650,8.95322,1.88754,0.76724,20.13896,8.18598,0.74418
2,1,8400.00,22.05963,8.97880,1.90897,0.77700,20.15066,8.20180,0.74562
2,1,8460.00,22.04302,8.97875,1.89567,0.77216,20.14735,8.20659,0.74605
2,1,8520.00,22.08639,8.99269,1.91362,0.77915,20.17277,8.21354,0.74669
2,1,8580.00,22.07031,8.98760,1.89993,0.77370,20.17038,8.21390,0.74672
2,1,8640.00,22.11299,8.99108,1.89587,0.77086,20.21712,8.22022,0.74729
2,1,8700.00,22.05495,8.97662,1.88187,0.76594,20.17308,8.21068,0.74643
2,1,8760.00,22.02848,8.96227,1.86973,0.76070,20.15876,8.20158,0.74560
2,1,8820.00,22.02085,8.95814,1.85916,0.75631,20.16169,8.20183,0.74562
2,1,8880.00,22.01526,8.96973,1.85326,0.75508,20.16200,8.21465,0.74679
2,1,8940.00,21.95329,8.95567,1.83852,0.75001,20.11477,8.20565,0.74597
2,1,9000.00,21.89033,8.94342,1.82354,0.74502,20.06679,8.19840,0.74531
2,1,9060.00,21.87448,8.91156,1.81662,0.74008,20.05786,8.17147,0.74286
