Seed,Center,Time,ETs,ENs,ETq,ENq,ES,ENS,Rho
1,2,4320.00,21.18031,8.42310,1.66334,0.66149,19.51697,7.76161,0.70560
1,2,4380.00,21.08334,8.39964,1.63760,0.65242,19.44574,7.74722,0.70429
1,2,4440.00,21.08970,8.40263,1.62588,0.64779,19.46382,7.75484,0.70499
1,2,4500.00,21.11687,8.40921,1.61080,0.64146,19.50607,7.76775,0.70616
1,2,4560.00,21.16683,8.40175,1.60652,0.63767,19.56032,7.76407,0.70582
1,2,4620.00,21.29815,8.44089,1.63360,0.64743,19.66455,7.79346,0.70850
1,2,4680.00,21.36716,8.47381,1.64238,0.65134,19.72478,7.82248,0.71113
1,2,4740.00,21.48930,8.54585,1.72117,0.68447,19.76813,7.86138,0.71467
1,2,4800.00,21.44195,8.55891,1.70705,0.68140,19.73491,7.87752,0.71614
1,2,4860.00,21.53283,8.56440,1.69374,0.67366,19.83910,7.89074,0.71734
1,2,4920.00,21.53370,8.57409,1.68516,0.67098,19.84854,7.90311,0.71846
1,2,4980.00,21.54169,8.59072,1.69368,0.67543,19.84802,7.91529,0.71957
1,2,5040.00,21.51911,8.57349,1.67512,0.66739,19.84399,7.90610,0.71874
1,2,5100.00,21.42205,8.58562,1.66646,0.66789,19.75560,7.91773,0.71979
1,2,5160.00,21.30449,8.53831,1.64712,0.66012,19.65738,7.87819,0.71620
1,2,5220.00,21.33090,8.52010,1.63369,0.65254,19.69721,7.86756,0.71523
1,2,5280.00,21.29884,8.49533,1.61740,0.64512,19.68144,7.85021,0.71366
1,2,5340.00,21.26444,8.47392,1.60067,0.63787,19.66376,7.83605,0.71237
1,2,5400.00,21.24595,8.46297,1.58453,0.63117,19.66142,7.83180,0.71198
1,2,5460.00,21.28330,8.48214,1.57923,0.62938,19.70407,7.85276,0.71389
1,2,5520.00,21.28142,8.50100,1.56453,0.62496,19.71689,7.87604,0.71600
1,2,5580.00,21.24264,8.50467,1.54637,0.61910,19.69627,7.88557,0.71687
1,2,5640.00,21.25090,8.53427,1.55650,0.62508,19.69440,7.90919,0.71902
1,2,5700.00,21.30200,8.54322,1.54887,0.62118,19.75313,7.92204,0.72019
1,2,5760.00,21.29910,8.52703,1.53544,0.61471,19.76366,7.91233,0.71930
1,2,5820.00,21.24566,8.50556,1.51962,0.60837,19.72604,7.89719,0.71793
1,2,5880.00,21.26614,8.48837,1.51249,0.60371,19.75364,7.88466,0.71679
1,2,5940.00,21.38290,8.56036,1.60472,0.64243,19.77818,7.91793,0.71981
1,2,6000.00,21.37882,8.57291,1.60551,0.64381,19.77331,7.92910,0.72083
1,2,6060.00,21.42670,8.56007,1.59556,0.63744,19.83113,7.92264,0.72024
1,2,6120.00,21.37564,8.51882,1.58379,0.63119,19.79185,7.88764,0.71706
1,2,6180.00,21.32523,8.49904,1.56836,0.62506,19.75688,7.87398,0.71582
1,2,6240.00,21.32216,8.49811,1.55515,0.61982,19.76702,7.87830,0.71621
1,2,6300.00,21.28618,8.46379,1.54417,0.61399,19.74201,7.84980,0.71362
1,2,6360.00,21.34049,8.47244,1.55436,0.61710,19.78613,7.85534,0.71412
1,2,6420.00,21.36674,8.48346,1.54209,0.61227,19.82465,7.87119,0.71556
1,2,6480.00,21.38755,8.52201,1.56272,0.62268,19.82483,7.89934,0.71812
1,2,6540.00,21.41967,8.53184,1.56560,0.62361,19.85407,7.90823,0.71893
1,2,6600.00,21.36738,8.50486,1.55260,0.61798,19.81478,7.88688,0.71699
1,2,6660.00,21.31640,8.51056,1.53731,0.61377,19.77909,7.89679,0.71789
1,2,6720.00,21.28086,8.51551,1.52215,0.60909,19.75871,7.90643,0.71877
1,2,6780.00,21.30174,8.52070,1.51335,0.60534,19.78839,7.91536,0.71958
1,2,6840.00,21.21939,8.50016,1.49788,0.60003,19.72150,7.90013,0.71819
1,2,6900.00,21.18265,8.46692,1.48811,0.59481,19.69454,7.87211,0.71565
1,2,6960.00,21.19022,8.45782,1.47739,0.58968,19.71282,7.86814,0.71529
1,2,7020.00,21.17895,8.45046,1.46620,0.58502,19.71275,7.86544,0.71504
1,2,7080.00,21.17501,8.45206,1.45677,0.58147,19.71824,7.87059,0.71551
1,2,7140.00,21.28091,8.50640,1.52540,0.60973,19.75551,7.89667,0.71788
1,2,7200.00,21.31730,8.53284,1.54627,0.61894,19.77103,7.91390,0.71945
1,2,7260.00,21.28620,8.49982,1.53721,0.61382,19.74899,7.88600,0.71691
1,2,7320.00,21.24867,8.49947,1.52212,0.60885,19.72654,7.89062,0.71733
1,2,7380.00,21.21357,8.50555,1.50776,0.60453,19.70581,7.90102,0.71827
1,2,7440.00,21.19714,8.48171,1.49865,0.59966,19.69850,7.88205,0.71655
1,2,7500.00,21.20052,8.47173,1.48920,0.59508,19.71132,7.87664,0.71606
1,2,7560.00,21.21481,8.47750,1.49491,0.59737,19.71990,7.88013,0.71638
1,2,7620.00,21.23622,8.47777,1.48611,0.59327,19.75011,7.88449,0.71677
1,2,7680.00,21.23584,8.46669,1.47640,0.58864,19.75944,7.87805,0.71619
1,2,7740.00,21.17742,8.45455,1.46510,0.58490,19.71232,7.86965,0.71542
1,2,7800.00,21.18093,8.43707,1.45708,0.58040,19.72385,7.85667,0.71424
1,2,7860.00,21.17816,8.43354,1.44637,0.57597,19.73178,7.85757,0.71432
1,2,7920.00,21.17397,8.40543,1.43993,0.57161,19.73404,7.83382,0.71217
1,2,7980.00,21.20799,8.41410,1.43125,0.56783,19.77675,7.84626,0.71330
1,2,8040.00,21.17670,8.38903,1.42271,0.56360,19.75399,7.82543,0.71140
1,2,8100.00,21.17536,8.36819,1.41560,0.55942,19.75977,7.80877,0.70989
1,2,8160.00,21.19422,8.37899,1.42140,0.56194,19.77282,7.81705,0.71064
1,2,8220.00,21.18409,8.36798,1.41221,0.55784,19.77189,7.81014,0.71001
1,2,8280.00,21.19085,8.34837,1.40571,0.55380,19.78513,7.79458,0.70860
1,2,8340.00,21.26731,8.38962,1.46136,0.57648,19.80595,7.81314,0.71029
1,2,8400.00,21.30877,8.40682,1.47331,0.58125,19.83546,7.82556,0.71141
1,2,8460.00,21.28706,8.40663,1.46959,0.58037,19.81747,7.82626,0.71148
1,2,8520.00,21.35154,8.42283,1.47077,0.58019,19.88078,7.84264,0.71297
1,2,8580.00,21.29714,8.42205,1.45842,0.57674,19.83872,7.84531,0.71321
1,2,8640.00,21.28931,8.41963,1.44817,0.57273,19.84114,7.84689,0.71335
1,2,8700.00,21.30554,8.40957,1.44100,0.56878,19.86454,7.84078,0.71280
1,2,8760.00,21.29201,8.40743,1.43095,0.56503,19.86107,7.84240,0.71295
1,2,8820.00,21.24755,8.38820,1.42150,0.56118,19.82605,7.82702,0.71155
1,2,8880.00,21.27446,8.38041,1.41499,0.55739,19.85947,7.82302,0.71118
1,2,8940.00,21.24546,8.36748,1.40575,0.55365,19.83971,7.81383,0.71035
1,2,9000.00,21.28438,8.38368,1.41159,0.55601,19.87279,7.82767,0.71161
1,2,9060.00,21.27703,8.40513,1.43132,0.56542,19.84572,7.83971,0.71270
1,2,9120.00,21.27124,8.40354,1.42213,0.56183,19.84912,7.84171,0.71288
1,2,9180.00,21.27490,8.38482,1.41623,0.55816,19.85867,7.82665,0.71151
1,2,9240.00,21.25043,8.38288,1.40801,0.55543,19.84242,7.82745,0.71159
1,2,9300.00,21.30991,8.39335,1.42750,0.56225,19.88241,7.83110,0.71192
1,2,9360.00,21.33977,8.42192,1.44932,0.57199,19.89045,7.84993,0.71363
1,2,9420.00,21.31815,8.42089,1.43936,0.56856,19.87879,7.85233,0.71385
1,2,9480.00,21.31445,8.42236,1.43232,0.56598,19.88213,7.85638,0.71422
1,2,9540.00,21.32020,8.43198,1.43295,0.56672,19.88725,7.86526,0.71502
1,2,9600.00,21.27872,8.42061,1.42361,0.56336,19.85511,7.85725,0.71430
1,2,9660.00,21.26641,8.41630,1.41467,0.55987,19.85173,7.85644,0.71422
1,2,9720.00,21.26286,8.41546,1.40972,0.55794,19.85314,7.85751,0.71432
1,2,9780.00,21.23412,8.40897,1.40096,0.55480,19.83317,7.85418,0.71402
1,2,9840.00,21.30834,8.45404,1.46913,0.58287,19.83921,7.87117,0.71556
1,2,9900.00,21.33461,8.48212,1.49409,0.59401,19.84052,7.88811,0.71710
1,2,9960.00,21.28293,8.45975,1.48541,0.59044,19.79753,7.86932,0.71539
2,2,60.00,28.12080,7.03020,4.91504,1.22876,23.20576,5.80144,0.52740
2,2,120.00,27.63471,11.05388,6.66995,2.66798,20.96477,8.38591,0.76236
2,2,180.00,25.50048,10.62520,4.45948,1.85812,21.04100,8.76708,0.79701
2,2,240.00,25.24189,10.51745,3.55186,1.47994,21.69003,9.03751,0.82159
2,2,300.00,25.01621,10.92375,4.03622,1.76248,20.97999,9.16126,0.83284
2,2,360.00,24.15407,10.26548,3.45585,1.46874,20.69821,8.79674,0.79970
2,2,420.00,23.79035,9.79936,3.05633,1.25892,20.73402,8.54044,0.77640
2,2,480.00,24.01075,10.10452,3.27797,1.37948,20.73278,8.72504,0.79319
2,2,540.00,22.58767,9.62067,2.87891,1.22620,19.70876,8.39447,0.76313
2,2,600.00,21.71150,9.29976,2.57646,1.10358,19.13504,8.19618,0.74511
2,2,660.00,21.77974,9.27289,2.45986,1.04730,19.31988,8.22558,0.74778
2,2,720.00,21.74207,9.11959,2.29822,0.96397,19.44386,8.15562,0.74142
2,2,780.00,21.66407,9.02670,2.14392,0.89330,19.52015,8.13340,0.73940
2,2,840.00,21.70423,8.78505,2.04933,0.82949,19.65490,7.95555,0.72323
2,2,900.00,21.37648,8.64560,1.91421,0.77419,19.46226,7.87140,0.71558
2,2,960.00,21.11171,8.35672,1.83361,0.72581,19.27809,7.63091,0.69372
2,2,1020.00,21.72622,8.49879,2.14045,0.83729,19.58577,7.66149,0.69650
2,2,1080.00,23.69703,9.25939,3.59322,1.40402,20.10381,7.85538,0.71413
2,2,1140.00,24.29071,9.69498,4.20970,1.68019,20.08102,8.01479,0.72862
2,2,1200.00,24.60330,9.90283,4.31796,1.73798,20.28534,8.16485,0.74226
2,2,1260.00,24.72151,9.90822,4.16513,1.66936,20.55638,8.23887,0.74899
2,2,1320.00,24.56215,9.88068,3.96935,1.59676,20.59280,8.28392,0.75308
2,2,1380.00,24.29019,9.68087,3.83223,1.52734,20.45796,8.15353,0.74123
2,2,1440.00,24.73861,9.68929,3.87429,1.51743,20.86432,8.17186,0.74290
2,2,1500.00,24.73208,9.77741,3.84121,1.51856,20.89087,8.25886,0.75081
2,2,1560.00,24.64416,9.79447,3.75535,1.49251,20.88881,8.30196,0.75472
2,2,1620.00,24.69132,9.93749,3.81660,1.53606,20.87472,8.40143,0.76377
2,2,1680.00,25.33023,10.14717,4.12972,1.65435,21.20051,8.49282,0.77207
2,2,1740.00,25.01560,10.12126,4.00622,1.62091,21.00939,8.50035,0.77276
2,2,1800.00,25.06532,10.04005,3.91176,1.56688,21.15356,8.47318,0.77029
2,2,1860.00,24.88951,9.86213,3.82683,1.51633,21.06268,8.34580,0.75871
2,2,1920.00,24.62131,9.70746,3.72573,1.46895,20.89558,8.23852,0.74896
2,2,1980.00,24.73129,9.74263,3.68021,1.44978,21.05108,8.29285,0.75390
2,2,2040.00,24.48565,9.80626,3.64394,1.45936,20.84172,8.34690,0.75881
2,2,2100.00,24.38629,9.71968,3.55687,1.41767,20.82942,8.30201,0.75473
2,2,2160.00,24.23747,9.63888,3.46577,1.37829,20.77170,8.26060,0.75096
2,2,2220.00,24.12368,9.44301,3.42589,1.34103,20.69779,8.10197,0.73654
2,2,2280.00,24.10744,9.35749,3.36395,1.30574,20.74349,8.05175,0.73198
2,2,2340.00,23.90453,9.23491,3.29325,1.27226,20.61128,7.96265,0.72388
2,2,2400.00,23.70341,9.08631,3.23598,1.24046,20.46743,7.84585,0.71326
2,2,2460.00,23.70068,8.95038,3.20463,1.21020,20.49605,7.74018,0.70365
2,2,2520.00,23.54018,8.88361,3.13049,1.18139,20.40968,7.70223,0.70020
2,2,2580.00,23.54578,8.81598,3.08848,1.15638,20.45730,7.65959,0.69633
2,2,2640.00,23.48850,8.89716,3.09451,1.17216,20.39400,7.72500,0.70227
2,2,2700.00,23.30415,8.85558,3.01609,1.14611,20.28806,7.70946,0.70086
2,2,2760.00,23.40037,8.86840,3.02862,1.14780,20.37174,7.72060,0.70187
2,2,2820.00,23.40366,8.93821,3.02977,1.15711,20.37389,7.78109,0.70737
2,2,2880.00,23.31668,8.92996,2.99440,1.14682,20.32227,7.78315,0.70756
2,2,2940.00,23.32358,8.92484,2.93955,1.12483,20.38403,7.80001,0.70909
2,2,3000.00,23.14026,8.86272,2.87815,1.10233,20.26210,7.76039,0.70549
2,2,3060.00,23.05730,8.85370,2.82095,1.08321,20.23635,7.77050,0.70641
2,2,3120.00,22.99893,8.83837,2.76448,1.06238,20.23444,7.77599,0.70691
2,2,3180.00,22.80974,8.79394,2.70360,1.04233,20.10614,7.75161,0.70469
2,2,3240.00,22.87087,8.80246,2.67551,1.02974,20.19535,7.77272,0.70661
2,2,3300.00,22.84161,8.79748,2.63857,1.01625,20.20303,7.78123,0.70738
2,2,3360.00,22.90931,8.74781,2.61389,0.99810,20.29542,7.74971,0.70452
2,2,3420.00,22.95976,8.78781,2.61597,1.00126,20.34379,7.78656,0.70787
2,2,3480.00,22.88020,8.79047,2.56922,0.98708,20.31097,7.80338,0.70940
2,2,3540.00,22.90194,8.77908,2.53136,0.97035,20.37059,7.80872,0.70988
2,2,3600.00,22.96881,8.78557,2.50472,0.95806,20.46409,7.82751,0.71159
2,2,3660.00,22.94786,8.77787,2.46725,0.94376,20.48061,7.83411,0.71219
2,2,3720.00,22.82108,8.76648,2.41792,0.92882,20.40316,7.83766,0.71251
2,2,3780.00,22.75257,8.70978,2.38784,0.91408,20.36473,7.79570,0.70870
2,2,3840.00,22.65864,8.69761,2.34533,0.90027,20.31331,7.79735,0.70885
2,2,3900.00,22.64219,8.70853,2.30581,0.88685,20.33638,7.82168,0.71106
2,2,3960.00,22.59430,8.70679,2.27098,0.87513,20.32332,7.83166,0.71197
2,2,4020.00,22.56974,8.70226,2.23827,0.86302,20.33147,7.83925,0.71266
2,2,4080.00,22.55666,8.70201,2.20414,0.85032,20.35252,7.85168,0.71379
2,2,4140.00,22.55107,8.70994,2.17184,0.83883,20.37923,7.87111,0.71556
2,2,4200.00,22.49637,8.70931,2.13610,0.82698,20.36027,7.88233,0.71658
2,2,4260.00,22.57712,8.72876,2.13462,0.82529,20.44249,7.90347,0.71850
2,2,4320.00,22.52042,8.74752,2.12053,0.82367,20.39990,7.92385,0.72035
2,2,4380.00,22.44601,8.72217,2.09461,0.81393,20.35140,7.90824,0.71893
2,2,4440.00,22.47009,8.74512,2.08160,0.81014,20.38849,7.93498,0.72136
2,2,4500.00,22.35930,8.72013,2.05042,0.79966,20.30888,7.92046,0.72004
2,2,4560.00,22.36157,8.71905,2.02693,0.79032,20.33464,7.92873,0.72079
2,2,4620.00,22.45158,8.78625,2.09436,0.81961,20.35722,7.96664,0.72424
2,2,4680.00,22.65746,8.88386,2.24054,0.87850,20.41693,8.00535,0.72776
2,2,4740.00,22.56708,8.86972,2.21511,0.87062,20.35198,7.99910,0.72719
2,2,4800.00,22.58535,8.86475,2.20538,0.86561,20.37997,7.99914,0.72719
2,2,4860.00,22.66241,8.90642,2.22431,0.87416,20.43811,8.03226,0.73021
2,2,4920.00,22.64391,8.90569,2.20737,0.86814,20.43654,8.03754,0.73069
2,2,4980.00,22.65839,8.86316,2.19264,0.85768,20.46575,8.00548,0.72777
2,2,5040.00,22.71249,8.89122,2.19690,0.86002,20.51559,8.03120,0.73011
2,2,5100.00,22.63597,8.89016,2.19006,0.86013,20.44591,8.03003,0.73000
2,2,5160.00,22.53145,8.84228,2.16626,0.85013,20.36519,7.99215,0.72656
2,2,5220.00,22.60012,8.82357,2.15736,0.84228,20.44276,7.98129,0.72557
2,2,5280.00,22.60931,8.82106,2.13544,0.83315,20.47387,7.98791,0.72617
2,2,5340.00,22.55312,8.81430,2.11371,0.82609,20.43941,7.98821,0.72620
2,2,5400.00,22.58935,8.85168,2.13562,0.83685,20.45373,8.01483,0.72862
2,2,5460.00,22.50599,8.84576,2.11246,0.83028,20.39353,8.01548,0.72868
2,2,5520.00,22.50609,8.82712,2.09392,0.82126,20.41217,8.00586,0.72781
2,2,5580.00,22.48989,8.83071,2.07310,0.81401,20.41679,8.01670,0.72879
2,2,5640.00,22.67589,8.87737,2.12103,0.83036,20.55486,8.04701,0.73155
2,2,5700.00,22.61821,8.90443,2.14148,0.84307,20.47673,8.06137,0.73285
2,2,5760.00,22.55397,8.85713,2.12444,0.83428,20.42953,8.02285,0.72935
2,2,5820.00,22.47373,8.84662,2.10049,0.82684,20.37324,8.01977,0.72907
2,2,5880.00,22.57176,8.84444,2.11556,0.82896,20.45619,8.01549,0.72868
2,2,5940.00,22.56020,8.88356,2.13629,0.84121,20.42391,8.04235,0.73112
2,2,6000.00,22.61250,8.94325,2.20278,0.87120,20.40972,8.07204,0.73382
2,2,6060.00,22.53667,8.92170,2.18115,0.86346,20.35553,8.05824,0.73257
2,2,6120.00,22.55297,8.87010,2.17390,0.85500,20.37907,8.01510,0.72865
2,2,6180.00,22.52127,8.84816,2.15548,0.84684,20.36579,8.00132,0.72739
2,2,6240.00,22.50673,8.84399,2.13438,0.83870,20.37235,8.00529,0.72775
2,2,6300.00,22.46761,8.84082,2.11451,0.83204,20.35310,8.00878,0.72807
2,2,6360.00,22.40366,8.81704,2.09469,0.82437,20.30897,7.99266,0.72661
2,2,6420.00,22.38688,8.80830,2.07562,0.81667,20.31126,7.99163,0.72651
2,2,6480.00,22.38754,8.78573,2.06175,0.80911,20.32579,7.97662,0.72515
2,2,6540.00,22.36741,8.76228,2.04646,0.80168,20.32095,7.96059,0.72369
2,2,6600.00,22.40087,8.76349,2.03373,0.79562,20.36714,7.96787,0.72435
2,2,6660.00,22.32595,8.76277,2.01259,0.78993,20.31337,7.97284,0.72480
2,2,6720.00,22.32987,8.74919,1.99806,0.78287,20.33181,7.96632,0.72421
2,2,6780.00,22.34300,8.75925,2.01216,0.78884,20.33084,7.97041,0.72458
2,2,6840.00,22.28414,8.76379,2.00794,0.78967,20.27620,7.97412,0.72492
2,2,6900.00,22.25393,8.75321,1.99653,0.78530,20.25740,7.96791,0.72436
2,2,6960.00,22.11777,8.74224,1.97313,0.77990,20.14464,7.96234,0.72385
2,2,7020.00,22.13527,8.73113,1.96118,0.77357,20.17409,7.95756,0.72341
2,2,7080.00,22.25932,8.76225,2.00331,0.78859,20.25600,7.97365,0.72488
2,2,7140.00,22.62629,8.89207,2.27205,0.89291,20.35423,7.99916,0.72720
2,2,7200.00,23.08811,9.06208,2.64540,1.03832,20.44271,8.02376,0.72943
2,2,7260.00,23.67302,9.30291,3.19156,1.25420,20.48145,8.04870,0.73170
2,2,7320.00,24.22908,9.53606,3.71752,1.46314,20.51156,8.07292,0.73390
2,2,7380.00,24.65003,9.73643,4.15094,1.63957,20.49909,8.09686,0.73608
2,2,7440.00,24.80210,9.81083,4.27408,1.69068,20.52802,8.12016,0.73820
2,2,7500.00,24.75867,9.82094,4.24703,1.68465,20.51164,8.13629,0.73966
2,2,7560.00,24.75461,9.81671,4.21784,1.67263,20.53677,8.14408,0.74037
2,2,7620.00,24.75842,9.79940,4.19388,1.65994,20.56454,8.13946,0.73995
2,2,7680.00,24.76105,9.77223,4.17313,1.64697,20.58793,8.12526,0.73866
2,2,7740.00,24.74700,9.74853,4.14849,1.63420,20.59851,8.11432,0.73767
2,2,7800.00,24.68597,9.72247,4.11751,1.62166,20.56846,8.10081,0.73644
2,2,7860.00,24.59225,9.69611,4.08163,1.60929,20.51062,8.08682,0.73517
2,2,7920.00,24.60744,9.67209,4.06328,1.59709,20.54416,8.07500,0.73409
2,2,7980.00,24.57478,9.67285,4.03475,1.58812,20.54002,8.08474,0.73498
2,2,8040.00,24.52514,9.65753,4.00364,1.57656,20.52149,8.08098,0.73463
2,2,8100.00,24.54865,9.63156,3.98909,1.56510,20.55957,8.06646,0.73331
2,2,8160.00,24.52144,9.63128,3.95758,1.55442,20.56386,8.07686,0.73426
2,2,8220.00,24.44859,9.62477,3.92426,1.54488,20.52433,8.07990,0.73454
2,2,8280.00,24.43628,9.62695,3.90809,1.53964,20.52819,8.08732,0.73521
2,2,8340.00,24.47606,9.63488,3.90575,1.53748,20.57032,8.09740,0.73613
2,2,8400.00,24.43498,9.62273,3.87683,1.52673,20.55815,8.09599,0.73600
2,2,8460.00,24.42318,9.61915,3.85548,1.51850,20.56770,8.10066,0.73642
2,2,8520.00,24.37594,9.59588,3.83053,1.50793,20.54541,8.08795,0.73527
2,2,8580.00,24.37229,9.56428,3.81574,1.49739,20.55655,8.06689,0.73335
2,2,8640.00,24.30924,9.56614,3.78204,1.48830,20.52720,8.07783,0.73435
2,2,8700.00,24.30892,9.55313,3.76241,1.47858,20.54651,8.07454,0.73405
2,2,8760.00,24.38620,9.58467,3.79666,1.49223,20.58954,8.09244,0.73568
2,2,8820.00,24.63803,9.65967,3.94688,1.54743,20.69115,8.11224,0.73748
2,2,8880.00,24.84740,9.78227,4.19244,1.65054,20.65496,8.13173,0.73925
2,2,8940.00,24.88435,9.80622,4.21965,1.66284,20.66470,8.14337,0.74031
2,2,9000.00,24.81351,9.78204,4.18992,1.65176,20.62359,8.13028,0.73912
2,2,9060.00,24.76376,9.76884,4.15944,1.64082,20.60432,8.12802,0.73891
